2022-04-24 15:19:34.453 INFO  [27083] [Server::run@539] Server listening on localhost:1234
2022-04-24 15:19:37.432 INFO  [27087] [SGXORAMService::init_enclave@179] Trying to initialize the enclave with id 0
2022-04-24 15:19:38.433 DEBUG [27087] [ocall_printf@41] [enclave] Initializing crypto manager

2022-04-24 15:19:38.434 DEBUG [27087] [ocall_printf@41] [enclave] Initializing the remote attestation context...
2022-04-24 15:19:38.440 INFO  [27087] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Creating a new ECC system...

2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Key pair sampled! PK: 5ecdbad5a4d8132bb2e5e347e8a8f5fd8956971b9901b4e18070b120a5c485b9cc88887aaeb3207118479542a4ed188770f6af6b5588c0f544a22e0e4154b43a, SK: 335b2ff9e2c187958165bc9f387a4a4bed1be8fcc7407ae79701d0da5152d3ac
2022-04-24 15:19:38.443 INFO  [27177] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.443 DEBUG [27177] [SGXORAMService::generate_session_key@240] In server runner: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.443 DEBUG [27177] [ocall_printf@41] [enclave] Client public key: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] Shared key computed: ba93fc496ec93dd081be98778b2f2548240481bf78ff09626bb57a7542fc00c4
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] The session key is established! The key is c503ca2b7d7db68ce18c80c4531b0126
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::check_verification_message@570] The verification message is c4ee613908a6fd7e49d3328e11ef78693d45a6fed49ae14cbdf10a83e792cd1126
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] Decrypted message: Hello
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] The verification message is correct!
2022-04-24 15:19:38.494 INFO  [27087] [SGXORAMService::check_verification_message@579] The server has successfully verified the secret data.
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@47] ORAM Configuration:
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@48]   way: 16
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@49]   number: 200000
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@50]   bucket_size: 32
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@51]   type: 2
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@52]   constant: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@53]   round: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@54]   level: 5
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@55]   oram_type: 1
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::init_oram@487] The server has properly configured the ORAM.
2022-04-24 15:20:10.180 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ba2f02ad40d0d53bc4f19c2197efe42f12ee83e2668f8044cdf2c44e1c5ee22f
2022-04-24 15:20:10.188 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9c19cf75d44f352e20f26835f3575a8c31b5a685c7410ad101d863db7a2cfb04
2022-04-24 15:20:10.197 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f910a89eef02fa4fda20320a62a2a19c00033354710ce76f8151f59e7c4c8ef9
2022-04-24 15:20:10.205 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0d37ea6653694544cd015e4e9ba99a0789b7a3be8acdbffcae6aa38602fc3e66
2022-04-24 15:20:10.214 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 581a00987526fe1e39c34486275e2246eea535b57e26ba6e3909a4ce18b7ef5b
2022-04-24 15:20:10.222 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f315dc8968a3794b33e40c1161667168ed0bc221aab0f53963e6b9a20305e519
2022-04-24 15:20:10.230 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b8828552905f935d3d1fdead6a2dbc9291b09d4531928b54b185dee5557167c8
2022-04-24 15:20:10.239 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: be56b7326c566b9e84e292235227b3848fa03e6aecd09ccf9b26450477a432bd
2022-04-24 15:20:10.247 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 36d9e5a06bff8f6c2c44915dc26c584ad2503e4af1cb229bdc16f57697b2f57f
2022-04-24 15:20:10.256 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 990337a848fae5ac0a8ec481a1d2e4581985478212a55ca647ccb57e21db1a18
2022-04-24 15:20:10.265 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1831d583aa5a90b05f42c7b58b540722f50461b072a826675b4e48e760ed6866
2022-04-24 15:20:10.274 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5ff9cd6cd5a252cc5edc4c746da52bdb62dddc4fc8c2a82ca776af62bd7915dc
2022-04-24 15:20:10.282 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: faae8883482d83120ae9acb78e0a4adda7b0b68f58c21a9465f05dfc52809210
2022-04-24 15:20:10.291 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 629657bfae85839a12a40b39a6546c62c06ae78013005545526ef2eabe27b00f
2022-04-24 15:20:10.299 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3defa104d6b801f7da4f378c3b02b1a0999d0874cab5fc6b845bd30c9f2436b1
2022-04-24 15:20:10.308 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ddca90101de9119f7bd6a4bcf7e2d72e5430273b8a532a8d632dcf970e849e23
2022-04-24 15:20:10.316 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b0247c8f3986b174639c2a2b61c9a2264f0a84fb18b66532c48a805889c979c8
2022-04-24 15:20:10.325 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6b69147a8e285f0e46301ba8773989c2779758f1e9e86c2b9d52483463ea744f
2022-04-24 15:20:10.333 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ec2641066b794fe51620537ae4aba60ee9e55cf030a72a1c5f671f083b72f8a8
2022-04-24 15:20:10.341 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 62924990ffa124f369a302df934ab6f0531eafbc2d358856e4dfcbf497b48715
2022-04-24 15:20:10.349 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7cc7be066b9e7ed0f809051a85e733febef363799c5c5451d511233c37ee0424
2022-04-24 15:20:10.358 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8495fffb771499e681ed61e88feabf2da5940b409f7a6dc3955922c81b582030
2022-04-24 15:20:10.366 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 939c432f00f48855310f64fa1a0cea086b59de277010302509d4e5eee31712ea
2022-04-24 15:20:10.375 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bb2e5b5ce0555fa4758755aec9078417eaf7519282c204a28bdbdb8a0d6fc175
2022-04-24 15:20:10.383 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 07e8bdc172ba112431f2cc57401373f232fb312b64694bee0857b22d1653cb04
2022-04-24 15:20:10.391 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6c56383242683b2387d3c2fd6fa8c57e63fac65dd33aebf51c7468d3561acd8b
2022-04-24 15:20:10.399 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: dd66da58f9f4039f2b41ab447979b225673c763ebc5d9ddb1c6227dedbb1e5a9
2022-04-24 15:20:10.408 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 09d70a0d08b6937552f6fd0e3436cccec5656ec8a2cf4f1a72d8aaa0a561543c
2022-04-24 15:20:10.416 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fa4e267c2bac5c6df47079761186192bd911667e2e01da90fd7d8c09ea843d6f
2022-04-24 15:20:10.424 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4b21488f76068b1126022afe530182276d38b92b91a1de3b9ebbfe33803720b0
2022-04-24 15:20:10.433 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f2684c98f9cd478bb4049507e6dbe00791582c8b7b18df4095225ae9f03d2e4c
2022-04-24 15:20:10.441 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0d9e1f865a281d55e4fda8b58e2f94340d0709911336eed23310ca55601f71ec
2022-04-24 15:20:10.449 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1c632e2410cb8a0f50f420602fe6f677c6e21aa565c1941874dc1fcd78a0c443
2022-04-24 15:20:10.458 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b532513b315543a1a1e2336a2b31cfcddb6b54cd7d080ccda3f8672795d6fc30
2022-04-24 15:20:10.466 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 38d54fef2cc88df9169eb453c490782d9988473f07eea12e43b8ce04c54d6477
2022-04-24 15:20:10.474 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 95b0ecd994827e1a576f74cceae3bf8f08eb7ee68f181f452a22a7cd297eaca1
2022-04-24 15:20:10.483 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4db56b9298879369812aaf83ee6a07bab15f9f70e6eb9a49291039f2c9dd0f17
2022-04-24 15:20:10.492 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 643dc5b7e479dfb0aec34370736f03e99c5e7ea5c844581e18dbbc170a2aa9bf
2022-04-24 15:20:10.499 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2df1d71e4543eb622acaa820fb74f2f0c1db231ae7987eceb53bbbc94a139566
2022-04-24 15:20:10.508 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4ca3928bcbd6e0928dd6888021d4854f492d0e7ed57288d8dbd942e2def840d5
2022-04-24 15:20:10.516 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b226806b75e74e51d8ff9e2fbe86446c804002106f1c42a68f39d56107319351
2022-04-24 15:20:10.525 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: de510707cb692c9f0acd9e0da204776305872521daf28a393b0f90b3bbb6c4eb
2022-04-24 15:20:10.534 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 136f783a021350e456e5f1398cac5cda5e99b938a2dd4d769c2d5ac186a04ec0
2022-04-24 15:20:10.542 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b5c00e15ae7253a1860ba0041cfd596805be8c2769984bbec02533990391822c
2022-04-24 15:20:10.550 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3ddbba6b177e8613c9e22947277743381b1295c3e2963f7708b482390cb9df4f
2022-04-24 15:20:10.558 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5c5fa3592247a2d1aa8cb3d0ba04c9422c905f9b71c9b5daeb7054d380dffe3d
2022-04-24 15:20:10.567 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0f6745ea375af3af50dbe070969da8862b02ee7decf72e5f3a0abfb2cbe80769
2022-04-24 15:20:10.575 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4cef8d028d6d6886a4474655df7d7f1ad352725ab18ee3fcfe18fd59b141c5ec
2022-04-24 15:20:10.583 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f943698b7751e7fa9de49c5564edd4d9ebdf1e297a123aeac68e89c6fc10b791
2022-04-24 15:20:10.592 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3f7bd6c7c9bcdf659292de92db604175a419bee0f14068eb97ab2c48b9dd7790
2022-04-24 15:20:10.600 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b5dba4e6c24fca99753f75c4eb88d5276b670d7dded0e49f1fa74e68bc33f87d
2022-04-24 15:20:10.609 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c427f1c651404b9376847cf61521528b768bdcd93a67a0583057258bd0c8f993
2022-04-24 15:20:10.617 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 17054a9596cc37979baefc8cc77144093fc8a606ff1198da988b5f9502f7fcde
2022-04-24 15:20:10.626 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4b0e0654200a970b2188233fe60d7616628b3f83ea1afd2cfb68d9bd40d0782f
2022-04-24 15:20:10.634 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b05712cc824bf969b06f223443fe962337f70e391229158bc5ebdf8562de7ea3
2022-04-24 15:20:10.642 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ba83f08f99e955e84af012480e116f02e7d7ab1868e1435f8bb75bc5287c1471
2022-04-24 15:20:10.650 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 285fb4b13911e032734fe8e505517f9fc11add4c7c76731cc90f98b28c160381
2022-04-24 15:20:10.659 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ac821665d3666df3b700beb275c0711edace3bd925ef4b718284a695c47ec823
2022-04-24 15:20:10.667 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e93f4afa38eb01bed602dfdc911293d3f05a6fb13b6071272da3740634301140
2022-04-24 15:20:10.675 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 28bb706989b3aa7afb376ce31268e9544bb5d385944b39d33e4493a80421720e
2022-04-24 15:20:10.683 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a11ab14d3a63bcbfe0db77f6953d66b35ea9a4742aef58cf81e365b3da370018
2022-04-24 15:20:10.691 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 94d2bc0acc1137acd8fb45eec796df99bc93f4137125334a013672ca58673135
2022-04-24 15:20:10.699 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8eddeac97b785f7d8f81e810bb11fc168f633f1e87844bc43ad8fff54e73c04d
2022-04-24 15:20:10.708 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1d0c55b0846ea31e616ec6345c77768d02710400a7a87a51cd466d6230724a36
2022-04-24 15:20:10.716 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3ac0be0010746f9a8bca32c9fd01aee9693b2ea4a18ff2ac41357b9e5ba08f13
2022-04-24 15:20:10.724 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5acba18ce176830f6e7baf83fedeca93a73c818f2abbc7530ecd56e424bf06c9
2022-04-24 15:20:10.733 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0d0df9972a59b84bfec47eb05323f718e52ae8e616fa5a063a09709b543cb50c
2022-04-24 15:20:10.741 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a8d1b1d4de200f71d956fe239e864019325c6df4d99ae1539751ab3e2fb5223d
2022-04-24 15:20:10.749 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c18056ce04f9cd30c75358fd34d6d19c6af5b6bd1720951dac247c1fd0f739de
2022-04-24 15:20:10.758 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bd39ea0ce07aac5a48bda25833edb398655084e9cc40dc87634b3be1b8146bae
2022-04-24 15:20:10.766 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9b87e8a44d41cce742e36408178f7727ca9f3833fd3378dcbe90b6d86bbfb163
2022-04-24 15:20:10.774 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2a4744dcdb59066a6d3ddfa0acaa615a277d1efbc24642e8dd8e63ef67199364
2022-04-24 15:20:10.783 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 87ed53354540cbb6b58129ffac37492a05d86d328d967439c862ad96d120b51e
2022-04-24 15:20:10.791 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9166f2894a87595a5fe58b424b6f4282f3e587112644ca6f6f722278745834de
2022-04-24 15:20:10.799 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 14846f1d12e30351c5dddeecd4d6a46a0492f9bd17bbe794090046d96b5d9fb4
2022-04-24 15:20:10.807 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1d5e0673f82e4ecfd829bd41d9a2d864ccadd41845f8d8b2ba26d1a0d6f775fc
2022-04-24 15:20:10.816 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7eb77909843d57815d34612200b19163f8a4f60a6ead2706833f7db2bc16f39f
2022-04-24 15:20:10.824 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c4fa01c2ca61c4328812f36cd3d479897de630feceae939354642a716cd494df
2022-04-24 15:20:10.832 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ec9ee5c4b322dfdf2e8e736dd7eed7114eb6d340f7d344996494b142a80493a8
2022-04-24 15:20:10.840 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 31a6539dfa98a6345c4813369670698d395b9468fade949da3d1689b66277519
2022-04-24 15:20:10.849 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 741875eb8046470c0eaecd7e6df61efef2d23255890cd56c565ce4a60eca6530
2022-04-24 15:20:10.856 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 837a20e48291a5ca48c7e8b5ac41525fccd6386d8cb530d12f9f6f09d7022c8c
2022-04-24 15:20:10.865 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c5aaef070fe54c394bc6d3765aad21b004411655c4118fe36533a9470bc55f37
2022-04-24 15:20:10.873 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3d8b2369fd4a7bc5a8dc9de9a281742cd310767ced3ba71d780aa02265e9eb33
2022-04-24 15:20:10.881 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5a88ba988fec023bbe4a2ded9ba6409ffb4ef3a8ac98ff6352935b1261f3a5c0
2022-04-24 15:20:10.889 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8390746430725bb4a76512c33bc8444b0df909c13599c6b4ee28685ac3780840
2022-04-24 15:20:10.897 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b54d400e40d39da4eea37a39c54c0e0216bb694f9e58c447a8f41a426fc6e9ab
2022-04-24 15:20:10.905 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a72b57ee31404a57db52344e2b0fca6806964171ef1d231aace4e4399e0bd9ab
2022-04-24 15:20:10.914 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cbf50c500a76393f854afa6c88381536485a7728b13c1bdaa7a31d55cbf16761
2022-04-24 15:20:10.929 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8bdf1ac09c4a7924862ab82648adac21dc4d8113b70265d827a5ace0cab46624
2022-04-24 15:20:10.937 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c96b078a92449b4b6e6cb70eaf9096cf1db1e64d5127c04673f8b5a1f14e876b
2022-04-24 15:20:10.946 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: af64302599c4153d84e50cb4dbd8a04eaf35974d884f6aeb6177343a96373854
2022-04-24 15:20:10.954 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5684583a88767343ab556df2c5328e62e3c74b24f66fd2f2691b0e0aa7cc3ee3
2022-04-24 15:20:10.962 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1c63df55851e0724ec2d13922aac8bc107b2e94fd2149c07960280767a2baccc
2022-04-24 15:20:10.970 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 160ff9ff0e766cf12d1b9a62fea4620d07937cc0d17bbe90e38e16d6935ae861
2022-04-24 15:20:10.979 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 214a7deb41e06a3554cac268db4941a219fe5d8e9c4af799bda0fb5ddec09b78
2022-04-24 15:20:10.987 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7ecbcd42074dbb2296724e608bb8c83f320aa91190bce632b0366edfdb5338fe
2022-04-24 15:20:10.995 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 093550ccbf4b4645ceb664bf9c2208b49c174c2c1608b2e3c377908bda36d938
2022-04-24 15:20:11.003 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4972479356780b0cf9b5473a5097782f2892eda957ff7ee2707037e17a0cdaa7
2022-04-24 15:20:11.012 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d97fc5b739c769a81a2eadb42635c1d1b76366e687dfdf81fe8bdd54f48a83e7
2022-04-24 15:20:11.020 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 16447800dd6eb24c4c347763c5527b20031f3985cc5cbc20f58481e69061ec29
2022-04-24 15:20:11.028 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 438b9dbcb84f26690865f01cf189a2b2fb5ddf3b9e32283af811ef07faefe4d5
2022-04-24 15:20:11.036 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8242988e461b64d39223334267b9d8eb85505f76811c9da4811e93f71bafb2de
2022-04-24 15:20:11.044 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a65c9ea7268c2dd846ba9696d047038596f6804a09702fe77aa122141f53adbc
2022-04-24 15:20:11.053 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2c3e1021fe1ffa9a19142219e42e67746e3969347c2f246e0a56c9a4c9faa6fd
2022-04-24 15:20:11.061 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 95e03bb6c2f9ad6ed01ec6cbc0b2dd138aac5cc955096b83bf71899ce3088a91
2022-04-24 15:20:11.069 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2c0cd7259b903acc64f073003ff003738a41750459ceeaab5c9d085d0c83ff7e
2022-04-24 15:20:11.077 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cffc44ad3b6518e4fc108d717abed5cdce699da50cc8ef3aca3f5682824b1747
2022-04-24 15:20:11.086 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 40737dfa278fe1f541f05b35e099714c721af95222250e09a76f270f2ae69a1f
2022-04-24 15:20:11.094 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0a35ef8bab741a400e92f5d042f206f9760455be6161ae01389d894cfe167e75
2022-04-24 15:20:11.103 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6b34efa37008624accb7f499481d04335cd763c38a83d94a278a813ce745eabb
2022-04-24 15:20:11.111 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e3e2392d83548a8a1308d15d113b40e5c32e7b560fb06005f5d5020424edf6b1
2022-04-24 15:20:11.119 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8a7a6ce342965166bb5c7b4de40d7fd790d7b7202221c399c05a29d198432a0d
2022-04-24 15:20:11.128 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 833cf11efd9b468ea678deedb57e3f92eede81b9c3c091963b673ebc0a7a9325
2022-04-24 15:20:11.136 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a36a8b4be33f2beafb2dc4a4442ed2e2bc202e084e56dcf95ee81ea2917d21d5
2022-04-24 15:20:11.144 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5429425d1bd2ae1b88d0aa2d56ae17cf7140ed9574a9f704ada2d047db0ad5c7
2022-04-24 15:20:11.153 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1052b20c435feb980b20e19c7e3013f09c69a621966643a4cc5de9812f5e4254
2022-04-24 15:20:11.161 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3de3ac6e876511a1979b2766a65c54c44df574fb559ad28ac82798c8b75b2d69
2022-04-24 15:20:11.170 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0cb35a81f5f702a74b2423f64f2751bd469a835b05fe5ae071736cbeb2598a3d
2022-04-24 15:20:11.178 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2d54235723bd018d168cc8951fc350605180876595edfbc4e86e0d1d96b2165d
2022-04-24 15:20:11.187 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b2517810f64b1197dba5a01d3de820deedb0d7b4b6c4df02b882f745e95f1aaf
2022-04-24 15:20:11.195 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ed2f9367466eb64645c9a602c0b8eb9c99e7870674ddec47a1e62cde70339c34
2022-04-24 15:20:11.204 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f59bbb568af3dbd368550219e4c87977c920f51f38d50b7b8376758813762ef3
2022-04-24 15:20:11.212 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2065a14f91204bfa2f9ac05cd8eb52ccf6caf7456a2df0857243271268632087
2022-04-24 15:20:11.221 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0c4060483ca2d42d61011c45d6bf67ca2d38e0e4089db7c424c47f5cb956c611
2022-04-24 15:20:11.230 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 319d945ac85087018d640888ed4027885e9eac9752338dad6a5b2a0d39b5b030
2022-04-24 15:20:11.238 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4d1ee9e924c97c6da11594a110e41264c73d494392ef66e715114eaefd86a10b
2022-04-24 15:20:11.247 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 88c1edb671f52015138bb2510da49057eb031cc61ed5573fb551894afabdd741
2022-04-24 15:20:11.256 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 241c33cee4aad556e645d7649a5bc92c2fd05469ef1414203a69d935358c928f
2022-04-24 15:20:11.264 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0d65502b6ecb01f2ff65f5c7f30bda582470f8b811d18cff10f2dc61a9c658b3
2022-04-24 15:20:11.273 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cc23b87fbf320473569a851aa0769dfec944a950e2cbe9aec0bac39f71d913fa
2022-04-24 15:20:11.281 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0c1673da7d4a758f75259105e98cdc09ca0f7387c556165d65b0450d06997606
2022-04-24 15:20:11.290 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3449c413db07983d9fc2f8bc5db5c405a39300606d1251dd12ee4fd5e191ff86
2022-04-24 15:20:11.298 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: aa5bd5155a834cb5c9859daa5228fed432a6671a3fa325b9da4cdae68f737b01
2022-04-24 15:20:11.307 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fdfa6585a2f8b5b75406cabbed6a0be9a70737520d40f6418efd5051dc5741f1
2022-04-24 15:20:11.315 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cd0e62bc273e630dd57a5ae2072a938aff50c7323be2edb72a8cb6144c4769ae
